"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
199,2020-07-17,7,8,9,149
200,2020-07-18,7,8,9,150
201,2020-07-19,7,8,9,150
202,2020-07-20,7,8,9,152
203,2020-07-21,7,8,9,157
204,2020-07-22,7,8,9,162
205,2020-07-23,7,8,9,166
206,2020-07-24,7,8,9,166
207,2020-07-25,7,8,9,166
208,2020-07-26,7,8,9,168
209,2020-07-27,7,8,9,172
210,2020-07-28,7,8,9,NA
211,2020-07-29,7,8,9,NA
212,2020-07-30,7,8,9,NA
213,2020-07-31,7,8,9,NA
214,2020-08-01,7,8,9,NA
215,2020-08-02,7,8,9,NA
216,2020-08-03,7,8,9,NA
217,2020-08-04,7,8,9,NA
218,2020-08-05,7,8,9,NA
219,2020-08-06,7,8,9,NA
