"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,4,5,6,83
175,2020-06-23,4,5,6,85
176,2020-06-24,4,5,6,86
177,2020-06-25,4,5,6,92
178,2020-06-26,4,5,6,98
179,2020-06-27,4,5,6,98
180,2020-06-28,4,5,6,101
181,2020-06-29,4,5,6,104
182,2020-06-30,4,5,6,106
183,2020-07-01,4,5,6,114
184,2020-07-02,4,5,6,136
185,2020-07-03,4,5,6,NA
186,2020-07-04,4,5,6,NA
187,2020-07-05,4,5,6,NA
188,2020-07-06,4,5,6,NA
189,2020-07-07,4,5,6,NA
190,2020-07-08,4,5,6,NA
191,2020-07-09,4,5,6,NA
192,2020-07-10,4,5,6,NA
193,2020-07-11,4,5,6,NA
194,2020-07-12,4,5,6,NA
