"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
166,2020-06-14,0,0,0,40
167,2020-06-15,0,0,0,42
168,2020-06-16,0,0,0,47
169,2020-06-17,0,0,0,55
170,2020-06-18,0,0,0,56
171,2020-06-19,0,1,2,58
172,2020-06-20,0,1,2,58
173,2020-06-21,0,1,2,59
174,2020-06-22,0,1,2,69
175,2020-06-23,0,1,2,71
176,2020-06-24,0,1,2,78
177,2020-06-25,0,1,2,NA
178,2020-06-26,-1,2,5,NA
179,2020-06-27,-1,2,5,NA
180,2020-06-28,-1,2,5,NA
181,2020-06-29,-1,2,5,NA
182,2020-06-30,-1,3,7,NA
183,2020-07-01,-1,3,7,NA
184,2020-07-02,-1,4,9,NA
185,2020-07-03,-2,5,12,NA
186,2020-07-04,-2,5,12,NA
