"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
169,2020-06-17,69,79,89,79
170,2020-06-18,74,85,96,88
171,2020-06-19,80,91,102,104
172,2020-06-20,86,98,110,100
173,2020-06-21,92,105,118,105
174,2020-06-22,98,112,126,118
175,2020-06-23,105,120,135,118
176,2020-06-24,113,129,145,128
177,2020-06-25,121,138,155,142
178,2020-06-26,130,148,166,147
179,2020-06-27,139,159,179,161
180,2020-06-28,149,170,191,NA
181,2020-06-29,160,183,206,NA
182,2020-06-30,172,196,220,NA
183,2020-07-01,184,210,236,NA
184,2020-07-02,197,225,253,NA
185,2020-07-03,211,241,271,NA
186,2020-07-04,226,258,290,NA
187,2020-07-05,242,277,312,NA
188,2020-07-06,260,297,334,NA
189,2020-07-07,278,318,358,NA
