"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
177,2020-06-25,0,0,0,22
178,2020-06-26,0,0,0,22
179,2020-06-27,0,0,0,22
180,2020-06-28,0,0,0,23
181,2020-06-29,0,0,0,23
182,2020-06-30,0,0,0,25
183,2020-07-01,0,0,0,26
184,2020-07-02,-1,1,3,26
185,2020-07-03,-1,1,3,28
186,2020-07-04,-1,1,3,30
187,2020-07-05,-1,1,3,31
188,2020-07-06,-1,1,3,NA
189,2020-07-07,-1,1,3,NA
190,2020-07-08,-1,1,3,NA
191,2020-07-09,-1,1,3,NA
192,2020-07-10,-1,2,5,NA
193,2020-07-11,-1,2,5,NA
194,2020-07-12,-1,2,5,NA
195,2020-07-13,-2,3,8,NA
196,2020-07-14,-2,3,8,NA
197,2020-07-15,-3,4,11,NA
