"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
199,2020-07-17,283,313,343,12231
200,2020-07-18,296,327,358,13700
201,2020-07-19,309,342,375,13700
202,2020-07-20,323,357,391,13700
203,2020-07-21,337,373,409,14001
204,2020-07-22,352,389,426,14089
205,2020-07-23,368,407,446,15051
206,2020-07-24,384,425,466,16100
207,2020-07-25,402,444,486,16670
208,2020-07-26,419,463,507,17237
209,2020-07-27,438,484,530,17237
210,2020-07-28,458,506,554,NA
211,2020-07-29,478,528,578,NA
212,2020-07-30,498,551,604,NA
213,2020-07-31,521,576,631,NA
214,2020-08-01,544,601,658,NA
215,2020-08-02,568,628,688,NA
216,2020-08-03,593,656,719,NA
217,2020-08-04,619,685,751,NA
218,2020-08-05,647,715,783,NA
219,2020-08-06,676,747,818,NA
