"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,1,2,3,39
164,2020-06-12,1,2,3,39
165,2020-06-13,1,2,3,39
166,2020-06-14,1,2,3,39
167,2020-06-15,1,2,3,40
168,2020-06-16,1,2,3,43
169,2020-06-17,1,2,3,50
170,2020-06-18,2,3,4,62
171,2020-06-19,2,3,4,87
172,2020-06-20,2,3,4,115
173,2020-06-21,2,3,4,115
174,2020-06-22,2,3,4,NA
175,2020-06-23,3,4,5,NA
176,2020-06-24,3,4,5,NA
177,2020-06-25,3,4,5,NA
178,2020-06-26,3,5,7,NA
179,2020-06-27,3,5,7,NA
180,2020-06-28,3,5,7,NA
181,2020-06-29,4,6,8,NA
182,2020-06-30,4,6,8,NA
183,2020-07-01,4,7,10,NA
