"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,0,0,0,62
173,2020-06-21,0,0,0,62
174,2020-06-22,0,0,0,64
175,2020-06-23,0,0,0,71
176,2020-06-24,0,0,0,76
177,2020-06-25,0,0,0,79
178,2020-06-26,0,0,0,82
179,2020-06-27,0,0,0,82
180,2020-06-28,0,1,2,87
181,2020-06-29,0,1,2,89
182,2020-06-30,0,2,4,91
183,2020-07-01,0,3,6,NA
184,2020-07-02,0,3,6,NA
185,2020-07-03,0,3,6,NA
186,2020-07-04,0,3,6,NA
187,2020-07-05,0,3,6,NA
188,2020-07-06,0,3,6,NA
189,2020-07-07,0,3,6,NA
190,2020-07-08,0,3,6,NA
191,2020-07-09,0,3,6,NA
192,2020-07-10,0,3,6,NA
