"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
186,2020-07-04,4,6,8,162
187,2020-07-05,4,6,8,160
188,2020-07-06,5,7,9,170
189,2020-07-07,5,7,9,184
190,2020-07-08,5,7,9,186
191,2020-07-09,5,7,9,205
192,2020-07-10,6,8,10,212
193,2020-07-11,6,8,10,213
194,2020-07-12,6,8,10,213
195,2020-07-13,6,8,10,214
196,2020-07-14,7,9,11,215
197,2020-07-15,7,9,11,NA
198,2020-07-16,7,9,11,NA
199,2020-07-17,7,9,11,NA
200,2020-07-18,7,10,13,NA
201,2020-07-19,7,10,13,NA
202,2020-07-20,7,10,13,NA
203,2020-07-21,8,11,14,NA
204,2020-07-22,8,11,14,NA
205,2020-07-23,8,11,14,NA
206,2020-07-24,9,12,15,NA
