"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
199,2020-07-17,1,1,1,25
200,2020-07-18,1,1,1,25
201,2020-07-19,1,1,1,26
202,2020-07-20,1,1,1,26
203,2020-07-21,1,1,1,27
204,2020-07-22,1,1,1,28
205,2020-07-23,1,1,1,28
206,2020-07-24,1,1,1,28
207,2020-07-25,1,1,1,28
208,2020-07-26,1,1,1,29
209,2020-07-27,1,1,1,30
210,2020-07-28,1,1,1,NA
211,2020-07-29,1,1,1,NA
212,2020-07-30,1,1,1,NA
213,2020-07-31,1,1,1,NA
214,2020-08-01,1,1,1,NA
215,2020-08-02,1,1,1,NA
216,2020-08-03,1,1,1,NA
217,2020-08-04,1,1,1,NA
218,2020-08-05,1,1,1,NA
219,2020-08-06,1,1,1,NA
