"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
178,2020-06-26,3,4,5,91
179,2020-06-27,3,4,5,91
180,2020-06-28,3,4,5,94
181,2020-06-29,3,4,5,102
182,2020-06-30,3,4,5,107
183,2020-07-01,4,5,6,124
184,2020-07-02,4,5,6,131
185,2020-07-03,4,5,6,137
186,2020-07-04,4,5,6,138
187,2020-07-05,4,6,8,143
188,2020-07-06,4,6,8,149
189,2020-07-07,4,6,8,NA
190,2020-07-08,4,6,8,NA
191,2020-07-09,5,7,9,NA
192,2020-07-10,5,7,9,NA
193,2020-07-11,5,7,9,NA
194,2020-07-12,5,7,9,NA
195,2020-07-13,6,8,10,NA
196,2020-07-14,6,8,10,NA
197,2020-07-15,6,8,10,NA
198,2020-07-16,6,9,12,NA
