"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
187,2020-07-05,0,1,2,200
188,2020-07-06,0,1,2,201
189,2020-07-07,0,1,2,201
190,2020-07-08,0,1,2,204
191,2020-07-09,0,1,2,206
192,2020-07-10,0,1,2,208
193,2020-07-11,1,2,3,224
194,2020-07-12,1,2,3,233
195,2020-07-13,1,2,3,242
196,2020-07-14,1,2,3,242
197,2020-07-15,1,2,3,246
198,2020-07-16,1,2,3,NA
199,2020-07-17,1,3,5,NA
200,2020-07-18,1,3,5,NA
201,2020-07-19,1,3,5,NA
202,2020-07-20,2,4,6,NA
203,2020-07-21,2,4,6,NA
204,2020-07-22,2,4,6,NA
205,2020-07-23,2,5,8,NA
206,2020-07-24,2,5,8,NA
207,2020-07-25,2,5,8,NA
