"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
185,2020-07-03,5,6,7,257
186,2020-07-04,5,6,7,261
187,2020-07-05,5,6,7,267
188,2020-07-06,6,7,8,267
189,2020-07-07,6,7,8,268
190,2020-07-08,6,7,8,272
191,2020-07-09,7,8,9,269
192,2020-07-10,7,8,9,274
193,2020-07-11,7,8,9,283
194,2020-07-12,7,9,11,284
195,2020-07-13,7,9,11,286
196,2020-07-14,7,9,11,NA
197,2020-07-15,8,10,12,NA
198,2020-07-16,8,10,12,NA
199,2020-07-17,9,11,13,NA
200,2020-07-18,9,11,13,NA
201,2020-07-19,10,12,14,NA
202,2020-07-20,10,12,14,NA
203,2020-07-21,11,13,15,NA
204,2020-07-22,11,13,15,NA
205,2020-07-23,12,14,16,NA
