"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
168,2020-06-16,1,2,3,48
169,2020-06-17,1,2,3,53
170,2020-06-18,2,3,4,58
171,2020-06-19,2,3,4,61
172,2020-06-20,2,3,4,63
173,2020-06-21,2,4,6,68
174,2020-06-22,2,4,6,92
175,2020-06-23,3,5,7,93
176,2020-06-24,3,5,7,97
177,2020-06-25,3,6,9,100
178,2020-06-26,4,7,10,101
179,2020-06-27,5,8,11,NA
180,2020-06-28,5,9,13,NA
181,2020-06-29,6,10,14,NA
182,2020-06-30,6,11,16,NA
183,2020-07-01,8,13,18,NA
184,2020-07-02,8,14,20,NA
185,2020-07-03,9,16,23,NA
186,2020-07-04,10,18,26,NA
187,2020-07-05,12,20,28,NA
188,2020-07-06,13,23,33,NA
