"dia_ano","dias","otimista","casos_estimados","pessimista","x"
142,2020-05-21,79,83,87,85
143,2020-05-22,82,87,92,93
144,2020-05-23,86,91,96,95
145,2020-05-24,91,96,101,95
146,2020-05-25,96,101,106,96
147,2020-05-26,100,106,112,104
148,2020-05-27,105,111,117,108
149,2020-05-28,110,116,122,115
150,2020-05-29,115,122,129,NA
151,2020-05-30,121,128,135,NA
152,2020-05-31,127,134,141,NA
153,2020-06-01,133,141,149,NA
154,2020-06-02,140,148,156,NA
155,2020-06-03,147,155,163,NA
156,2020-06-04,153,162,171,NA
