"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
196,2020-07-14,1,1,1,54
197,2020-07-15,1,1,1,54
198,2020-07-16,1,1,1,55
199,2020-07-17,1,1,1,55
200,2020-07-18,1,1,1,55
201,2020-07-19,1,1,1,55
202,2020-07-20,1,1,1,55
203,2020-07-21,1,1,1,57
204,2020-07-22,1,1,1,57
205,2020-07-23,1,1,1,57
206,2020-07-24,1,1,1,57
207,2020-07-25,1,1,1,NA
208,2020-07-26,1,1,1,NA
209,2020-07-27,1,1,1,NA
210,2020-07-28,1,1,1,NA
211,2020-07-29,1,1,1,NA
212,2020-07-30,1,1,1,NA
213,2020-07-31,1,1,1,NA
214,2020-08-01,1,1,1,NA
215,2020-08-02,1,1,1,NA
216,2020-08-03,1,1,1,NA
