"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
187,2020-07-05,0,1,2,88
188,2020-07-06,0,1,2,90
189,2020-07-07,1,2,3,91
190,2020-07-08,1,2,3,101
191,2020-07-09,1,2,3,112
192,2020-07-10,1,2,3,115
193,2020-07-11,1,2,3,126
194,2020-07-12,1,2,3,126
195,2020-07-13,1,3,5,131
196,2020-07-14,1,3,5,139
197,2020-07-15,1,3,5,145
198,2020-07-16,1,4,7,NA
199,2020-07-17,1,4,7,NA
200,2020-07-18,1,4,7,NA
201,2020-07-19,1,5,9,NA
202,2020-07-20,1,5,9,NA
203,2020-07-21,2,6,10,NA
204,2020-07-22,2,6,10,NA
205,2020-07-23,2,7,12,NA
206,2020-07-24,2,8,14,NA
207,2020-07-25,2,8,14,NA
