"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,1,2,3,61
173,2020-06-21,1,2,3,62
174,2020-06-22,1,2,3,64
175,2020-06-23,1,2,3,65
176,2020-06-24,1,2,3,68
177,2020-06-25,1,2,3,75
178,2020-06-26,1,2,3,76
179,2020-06-27,2,3,4,76
180,2020-06-28,2,3,4,85
181,2020-06-29,2,3,4,86
182,2020-06-30,2,3,4,90
183,2020-07-01,2,3,4,NA
184,2020-07-02,2,3,4,NA
185,2020-07-03,2,3,4,NA
186,2020-07-04,2,3,4,NA
187,2020-07-05,2,3,4,NA
188,2020-07-06,2,3,4,NA
189,2020-07-07,2,3,4,NA
190,2020-07-08,2,3,4,NA
191,2020-07-09,2,3,4,NA
192,2020-07-10,2,3,4,NA
