"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,1,2,3,40
164,2020-06-12,2,3,4,45
165,2020-06-13,2,3,4,46
166,2020-06-14,2,3,4,51
167,2020-06-15,2,3,4,55
168,2020-06-16,2,4,6,64
169,2020-06-17,2,4,6,73
170,2020-06-18,2,4,6,83
171,2020-06-19,3,5,7,100
172,2020-06-20,3,5,7,107
173,2020-06-21,3,6,9,108
174,2020-06-22,3,6,9,NA
175,2020-06-23,4,7,10,NA
176,2020-06-24,4,7,10,NA
177,2020-06-25,4,8,12,NA
178,2020-06-26,5,9,13,NA
179,2020-06-27,5,9,13,NA
180,2020-06-28,5,10,15,NA
181,2020-06-29,6,11,16,NA
182,2020-06-30,6,12,18,NA
183,2020-07-01,7,13,19,NA
