"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
170,2020-06-18,29,34,39,32
171,2020-06-19,31,36,41,37
172,2020-06-20,31,37,43,40
173,2020-06-21,33,39,45,41
174,2020-06-22,35,41,47,42
175,2020-06-23,36,42,48,43
176,2020-06-24,37,44,51,48
177,2020-06-25,39,46,53,49
178,2020-06-26,41,48,55,49
179,2020-06-27,43,50,57,49
180,2020-06-28,44,52,60,54
181,2020-06-29,46,54,62,NA
182,2020-06-30,48,57,66,NA
183,2020-07-01,50,59,68,NA
184,2020-07-02,52,61,70,NA
185,2020-07-03,54,64,74,NA
186,2020-07-04,57,67,77,NA
187,2020-07-05,60,70,80,NA
188,2020-07-06,62,73,84,NA
189,2020-07-07,65,76,87,NA
190,2020-07-08,67,79,91,NA
