"dia_ano","dias","otimista","casos_estimados","pessimista","x"
176,2020-06-24,50,59,68,56
177,2020-06-25,52,62,72,61
178,2020-06-26,56,66,76,65
179,2020-06-27,58,69,80,68
180,2020-06-28,62,73,84,72
181,2020-06-29,65,77,89,75
182,2020-06-30,68,81,94,76
183,2020-07-01,72,85,98,85
184,2020-07-02,76,90,104,91
185,2020-07-03,80,95,110,107
186,2020-07-04,84,100,116,114
187,2020-07-05,89,105,121,NA
188,2020-07-06,94,111,128,NA
189,2020-07-07,99,117,135,NA
190,2020-07-08,104,123,142,NA
191,2020-07-09,110,130,150,NA
192,2020-07-10,115,136,157,NA
193,2020-07-11,121,144,167,NA
194,2020-07-12,127,151,175,NA
195,2020-07-13,135,160,185,NA
196,2020-07-14,142,168,194,NA
